hier,8
hile,5
hoho,5
hola,3
homo,6
hors,6
hote,4
hotu,5
houe,5
houp,6
houx,6
huee,6
huer,7
huit,6
hune,6
hure,5
hypo,8
ibis,8
igne,7
igue,8
iles,11
ilot,8
imbu,13
inde,5
indo,6
indu,6
info,7
inne,6
insu,7
inti,9
iode,4
iota,6
irai,9
iras,8
iris,7
issu,8
jade,4
jais,6
jaja,5
java,4
jeta,6
jete,5
jets,6
jeux,8
jeze,6
joie,6
joli,6
jonc,7
joua,7
joue,6
joug,7
joui,7
jour,6
jube,6
juge,6
juif,8
juin,9
jupe,6
jura,6
jure,5
jury,6
jute,5
kadi,4
kaki,5
kali,5
kama,3
kami,4
kana,3
kapo,4
kari,4
kart,5
kata,2
kava,3
kawa,3
keuf,9
keum,10
khan,12
kief,10
kiki,6
kilo,6
kine,5
kino,6
kipa,5
kiva,4
kiwi,7
komi,5
kora,3
kore,4
koto,5
krak,11
kula,9
lacs,6
laic,7
laid,6
lais,6
lait,6
lala,4
lama,4
lame,4
laps,6
lard,5
lare,4
lats,5
lava,4
lave,4
lent,6
lest,7
leur,8
leva,5
leve,5
lice,6
liee,6
lien,7
lier,7
lies,7
lieu,7
lige,6
lime,5
lion,8
lira,6
lire,5
lise,5
lits,6
live,5
lobe,6
loch,4
loco,3
loge,6
loin,6
loir,6
lois,6
lolo,4
long,7
lope,6
lori,6
lors,6
loti,5
loto,4
loue,6
louf,7
loup,6
love,5
lues,7
luge,7
luis,7
luit,6
lune,6
luxe,7
lyre,5
lyse,6
mage,4
maia,5
maie,4
main,5
mais,5
maja,5
majo,6
maki,4
male,4
mali,4
malm,5
malt,5
mama,4
mame,4
mami,4
mana,4
mara,5
marc,5
mare,4
mari,4
mars,5
maso,7
mate,3
mati,3
mats,4
maux,8
maxi,4
maya,5
mayo,6
meat,7
mecs,6
mega,6
mele,5
melo,6
meme,5
memo,6
mena,5
mene,5
mens,6
ment,6
menu,6
mere,5
mers,6
mesa,6
meta,6
mets,5
meuf,9
meuh,9
miam,7
miao,6
mica,6
midi,6
